NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0194,SEKOLAH MENENGAH KEBANGSAAN TAMAN BUKIT MALURI,"JALAN BURUNG KASAWARI, TAMAN BUKIT MALURI",52100,KUALA LUMPUR,0362766515,0362726061,WEA0194@moe.edu.my,Bandar,1683,104,TIADA,ADA,101.634,3.20245
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0195,SEKOLAH MENENGAH KEBANGSAAN SUNGAI BESI,SUNGAI BESI,57000,KUALA LUMPUR,0390570334,0390575645,WEA0195@moe.edu.my,Bandar,1378,112,TIADA,ADA,101.715,3.06653
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0196,SEKOLAH MENENGAH KEBANGSAAN AMINUDDIN BAKI,JALAN KAMPONG PANDAN,55100,KUALA LUMPUR,0392858219,0392811905,WEA0196@moe.edu.my,Bandar,966,72,TIADA,ADA,101.728,3.14012
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0197,SEKOLAH MENENGAH KEBANGSAAN PUTERI WILAYAH,"JALAN DEWAN SULTAN SULAIMAN, KG. BHARU",50300,KUALA LUMPUR,0326982686,0326985366,WEA0197@moe.edu.my,Bandar,520,55,TIADA,ADA,101.700685,3.161924
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,KT6,WEA0198,KOLEJ TINGKATAN ENAM PUDU JAYA,JALAN PASAR PUDU,55100,KUALA LUMPUR,0392212494,0392228642,WEA0198@moe.edu.my,Bandar,165,63,TIADA,ADA,101.717,3.13597
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0199,SEKOLAH MENENGAH KEBANGSAAN PADANG TEMBAK,JALAN YAHYA PETRA,54100,KUALA LUMPUR,0326987535,0326935421,WEA0199@moe.edu.my,Bandar,1314,103,TIADA,ADA,101.723791,3.18024
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0201,SEKOLAH MENENGAH KEBANGSAAN PETALING,BATU 6 JALAN KELANG LAMA,58200,KUALA LUMPUR,0377829153,0377849961,WEA0201@moe.edu.my,Bandar,1034,77,TIADA,ADA,101.660198,3.080656
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0202,SEKOLAH MENENGAH KEBANGSAAN RAJA ALI,KM.8 JLN SULTAN AZLAN SHAH,51200,KUALA LUMPUR,0362589387,0362523141,WEA0202@moe.edu.my,Bandar,613,64,TIADA,ADA,101.674625,3.199631
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SBP,WEA0206,SEKOLAH MENENGAH SAINS SELANGOR,JALAN YAAKOB LATIFF,56000,KUALA LUMPUR,0391316093,0391300346,WEA0206@moe.edu.my,Bandar,629,53,TIADA,ADA,101.72,3.10323
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0208,SEKOLAH MENENGAH KEBANGSAAN KEPONG BARU,"JALAN HELANG, KEPONG BARU",52100,KUALA LUMPUR,0362743287,0362736593,WEA0208@moe.edu.my,Bandar,2248,126,TIADA,ADA,101.647,3.19777
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0210,SEKOLAH MENENGAH KEBANGSAAN TAMAN TUN DR. ISMAIL,"JALAN LEONG YEW KOH, TAMAN TUN DR. ISMAIL",60000,KUALA LUMPUR,0377286993,0377267540,WEA0210@moe.edu.my,Bandar,1118,93,ADA,ADA,101.624,3.14675
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SM KHAS,WEA0211,SEKOLAH MENENGAH KEBANGSAAN PENDIDIKAN KHAS SETAPAK,"JALAN GENTING KELANG, SETAPAK",53300,KUALA LUMPUR,0341493701,0341422693,WEA0211@moe.edu.my,Bandar,106,45,TIADA,TIADA,101.726,3.20505
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0212,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA,"JALAN DESA BAKTI, OFF JALAN KLANG LAMA",58100,KUALA LUMPUR,0379823058,0379847314,WEA0212@moe.edu.my,Bandar,968,95,TIADA,ADA,101.687,3.10282
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0213,SEKOLAH MENENGAH KEBANGSAAN BUKIT BANDARAYA,"LORONG MAAROF, BANGSAR",59000,KUALA LUMPUR,0320953645,0320951690,WEA0213@moe.edu.my,Bandar,911,68,TIADA,ADA,101.672,3.14282
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0214,SEKOLAH MENENGAH KEBANGSAAN WANGSA MAJU SEKSYEN 2,"SEKSYEN 2 WANGSA MAJU, JALAN 4A/27,SETAPAK",53300,KUALA LUMPUR,0341490630,0341421428,WEA0214@moe.edu.my,Bandar,684,61,TIADA,ADA,101.735,3.20802
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0215,SEKOLAH MENENGAH KEBANGSAAN ZON R1 WANGSA MAJU,"WANGSA MAJU SEKSYEN 1, SETAPAK",53300,KUALA LUMPUR,0341496122,0341494882,WEA0215@moe.edu.my,Bandar,1037,76,TIADA,ADA,101.731,3.20042
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0216,SEKOLAH MENENGAH KEBANGSAAN TAMAN CONNAUGHT,"JALAN AHLIMAN, TAMAN CONNAUGHT",56000,KUALA LUMPUR,0391309049,0391328527,WEA0216@moe.edu.my,Bandar,1543,116,TIADA,ADA,101.736,3.08352
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0217,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SENTUL,BANDAR BARU SENTUL,51000,KUALA LUMPUR,0340414566,0340433381,WEA0217@moe.edu.my,Bandar,1308,122,ADA,ADA,101.699,3.18398
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0218,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SERI PETALING,JALAN RADIN,57000,KUALA LUMPUR,0390573732,0390588472,WEA0218@moe.edu.my,Bandar,844,70,TIADA,ADA,101.688,3.06615
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0219,SEKOLAH MENENGAH KEBANGSAAN TAMAN YARL,"LORONG AWAN CINA, TAMAN YARL",58200,KUALA LUMPUR,0379834552,0379812092,WEA0219@moe.edu.my,Bandar,713,61,ADA,ADA,101.667,3.06747
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0220,SEKOLAH MENENGAH KEBANGSAAN SERI HARTAMAS,"JLN 48/70A, DESA SERI HARTAMAS",50480,KUALA LUMPUR,0362030048,0362030096,WEA0220@moe.edu.my,Bandar,1109,69,TIADA,ADA,101.647,3.15748
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0221,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERI RAMPAI,"JALAN REJANG, SETAPAK",53300,KUALA LUMPUR,0340243034,0340216579,WEA0221@moe.edu.my,Bandar,780,72,ADA,ADA,101.732,3.19192
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0222,SEKOLAH MENENGAH KEBANGSAAN BANDAR TUN RAZAK,"JALAN JAYA, BANDAR TUN RAZAK",56000,KUALA LUMPUR,0391314375,0391335614,WEA0222@moe.edu.my,Bandar,636,53,TIADA,ADA,101.724,3.09148
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0223,SEKOLAH MENENGAH KEBANGSAAN DESA PERDANA,"JALAN DESA UTAMA, TAMAN DESA",58100,KUALA LUMPUR,0379803603,0379814373,WEA0223@moe.edu.my,Bandar,970,88,ADA,ADA,101.6906684,3.10619151
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0224,SEKOLAH MENENGAH KEBANGSAAN TAMAN MELATI,JALAN TAMAN MELATI 1,53100,KUALA LUMPUR,0341055193,0341075193,WEA0224@moe.edu.my,Bandar,872,64,TIADA,ADA,101.728,3.22257
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0225,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 5 WANGSA MAJU,JLN. 8/27A WANGSA MAJU,53300,KUALA LUMPUR,0341427822,0341420832,WEA0225@moe.edu.my,Bandar,1435,117,ADA,ADA,101.747,3.1978
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0226,SEKOLAH MENENGAH KEBANGSAAN DESA TUN HUSSEIN ONN,"PERUMAHAN TENTERA, JALAN JELATEK",54200,KUALA LUMPUR,0341436806,0341437860,WEA0226@moe.edu.my,Bandar,956,90,TIADA,ADA,101.735,3.18455
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0227,SEKOLAH MENENGAH KEBANGSAAN MENJALARA,"BANDAR MENJALARA, KEPONG",52100,KUALA LUMPUR,0362725898,0362734723,WEA0227@moe.edu.my,Bandar,1176,98,ADA,ADA,101.636275,3.193501
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0228,SEKOLAH MENENGAH KEBANGSAAN SEGAMBUT JAYA,JALAN 4/38A SEGAMBUT,51200,KUALA LUMPUR,0362587622,0362508310,WEA0228@moe.edu.my,Bandar,596,64,TIADA,ADA,101.653,3.18552
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0229,SEKOLAH MENENGAH KEBANGSAAN WANGSA MELAWATI,JALAN GENTING KELANG,53300,KUALA LUMPUR,0341436171,0341481797,WEA0229@moe.edu.my,Bandar,823,67,TIADA,ADA,101.741,3.2137
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SUKAN,WEA0230,SEKOLAH SUKAN BUKIT JALIL,KOMPLEKS SUKAN NEGARA,57000,KUALA LUMPUR,0390587335,0390587153,WEA0230@moe.edu.my,Bandar,341,103,TIADA,ADA,101.695,3.05059
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0231,SEKOLAH MENENGAH KEBANGSAAN DATO' IBRAHIM YAACOB,BATU 5  JALAN IPOH,51200,KUALA LUMPUR,0362516658,0362593294,WEA0231@moe.edu.my,Bandar,999,104,ADA,ADA,101.672779,3.206813
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0232,SEKOLAH MENENGAH KEBANGSAAN TAMAN SETIAWANGSA,JALAN BUKIT SETIAWANGSA,54200,KUALA LUMPUR,0342522891,0342527184,WEA0232@moe.edu.my,Bandar,1275,116,ADA,ADA,101.747,3.1841
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0233,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASIK SELATAN,"JALAN 21/146, BANDAR TASIK SELATAN",57000,KUALA LUMPUR,0391734288,0391738588,WEA0233@moe.edu.my,Bandar,1503,122,ADA,ADA,101.7191987,3.072738357
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0234,SEKOLAH MENENGAH KEBANGSAAN BATU MUDA,KAMPUNG BATU MUDA,51100,KUALA LUMPUR,0362506791,0362506792,WEA0234@moe.edu.my,Bandar,1414,104,ADA,ADA,101.689,3.2108
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0235,SEKOLAH MENENGAH KEBANGSAAN SETAPAK INDAH,"JALAN 2/6, TAMAN SETAPAK INDAH",53100,KUALA LUMPUR,0340224964,0340224963,WEA0235@moe.edu.my,Bandar,996,75,TIADA,ADA,101.721,3.21682
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0236,SEKOLAH MENENGAH KEBANGSAAN SINAR BINTANG,"JALAN 34/38A TAMAN SRI BINTANG, SEGAMBUT",52100,KUALA LUMPUR,0362733162,0362778964,WEA0236@moe.edu.my,Bandar,1070,116,ADA,ADA,101.645,3.18868
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0237,SEKOLAH MENENGAH KEBANGSAAN SERI SAUJANA,"JALAN MESRA RIA, BANDAR BARU SERI PETALING",57000,KUALA LUMPUR,0390565755,0390565754,WEA0237@moe.edu.my,Bandar,1419,102,TIADA,ADA,101.6840713,3.067993611
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0238,SEKOLAH MENENGAH KEBANGSAAN MIHARJA,"TAMAN MIHARJA, JALAN CHERAS",55200,KUALA LUMPUR,0392810024,0392823241,WEA0238@moe.edu.my,Bandar,674,68,ADA,ADA,101.721669,3.121472
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0239,SEKOLAH MENENGAH KEBANGSAAN BUKIT JALIL,"JALAN 3/155A, BUKIT JALIL GOLF & COUNTRY RESORT",57000,KUALA LUMPUR,0389963191,0389963304,WEA0239@moe.edu.my,Bandar,1062,69,TIADA,ADA,101.686,3.05074
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0240,SEKOLAH MENENGAH KEBANGSAAN DESA PETALING,JALAN 3/125 DESA PETALING,57100,KUALA LUMPUR,0390589302,0390594501,WEA0240@moe.edu.my,Bandar,981,99,ADA,ADA,101.7121859,3.081886175
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0241,SEKOLAH MENENGAH KEBANGSAAN SERI BINTANG SELATAN,"JALAN 3/91A, TAMAN SHAMELIN PERKASA",56100,KUALA LUMPUR,0392004326,0392004327,WEA0241@moe.edu.my,Bandar,960,84,TIADA,ADA,101.735,3.11895
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0242,SEKOLAH MENENGAH KEBANGSAAN DANAU KOTA,LOT 21570 JALAN GENTING KLANG,53300,KUALA LUMPUR,0341438794,0341438841,WEA0242@moe.edu.my,Bandar,1483,125,ADA,ADA,101.714,3.20183
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0243,SEKOLAH MENENGAH KEBANGSAAN SEGAMBUT,"JALAN SEGAMBUT, SEGAMBUT",51200,KUALA LUMPUR,0362570950,0362519950,WEA0243@moe.edu.my,Bandar,664,67,ADA,ADA,101.668,3.18707
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0244,SEKOLAH MENENGAH KEBANGSAAN SERI MULIA,"JALAN BUDIMAN 19, TAMAN MULIA, BANDAR TUN RAZAK",56000,KUALA LUMPUR,0391724573,0391732086,WEA0244@moe.edu.my,Bandar,536,54,TIADA,ADA,101.713956,3.093455
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0245,SEKOLAH MENENGAH KEBANGSAAN SERI TASIK,"JALAN 6/106, BANDAR SRI PERMAISURI, CHERAS",56000,KUALA LUMPUR,0391726824,0391714754,WEA0245@moe.edu.my,Bandar,976,78,ADA,ADA,101.711554,3.097235
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0246,SEKOLAH MENENGAH KEBANGSAAN SERI PERMAISURI,BANDAR SRI PERMAISURI,56000,KUALA LUMPUR,0391731171,0391732272,WEA0246@moe.edu.my,Bandar,1180,90,TIADA,ADA,101.717493,3.107298
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SBP,WEA0247,SEKOLAH MENENGAH SAINS ALAM SHAH,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,KUALA LUMPUR,0391315014,0391318119,WEA0247@moe.edu.my,Bandar,581,50,TIADA,ADA,101.724,3.1056
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SBP,WEA0248,SEKOLAH MENENGAH SAINS SERI PUTERI,JALAN KOLAM AYER,51200,KUALA LUMPUR,0340411715,0340449614,WEA0248@moe.edu.my,Bandar,448,42,TIADA,ADA,101.688,3.17042
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0249,SEKOLAH MENENGAH KEBANGSAAN KIARAMAS,PERSIARAN DUTAMAS,50480,KUALA LUMPUR,0362014523,0362018071,WEA0249@moe.edu.my,Bandar,749,60,ADA,ADA,101.663,3.17865
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0250,SEKOLAH MENENGAH KEBANGSAAN SERI MUTIARA,"JALAN 31/119, TAMAN TAYNTON VIEW, CHERAS",56000,KUALA LUMPUR,0391325370,0391326550,WEA0250@moe.edu.my,Bandar,972,79,TIADA,ADA,101.731,3.08861
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0251,SEKOLAH MENENGAH KEBANGSAAN COCHRANE PERKASA,OFF JALAN COCHRANE,55100,KUALA LUMPUR,0392004300,0392002400,WEA0251@moe.edu.my,Bandar,712,76,ADA,ADA,101.724891,3.134798
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0252,SEKOLAH MENENGAH KEBANGSAAN ALAM DAMAI,"PERSIARAN BESTARI, TAMAN ALAM DAMAI, CHERAS",56000,KUALA LUMPUR,0391001703,0391012287,WEA0252@moe.edu.my,Bandar,963,78,ADA,ADA,101.741,3.0587
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0253,SEKOLAH MENENGAH KEBANGSAAN SENTUL UTAMA,"BATU 2 1/2, JALAN SULTAN AZLAN SHAH",51200,KUALA LUMPUR,0340430214,0340430212,WEA0253@moe.edu.my,Bandar,848,75,ADA,ADA,101.691,3.1756
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SBJK,WEA0255,SEKOLAH BIMBINGAN JALINAN KASIH,"LORONG HAJI HUSSEIN 2, OFF JALAN RAJA MUDA ABDUL AZIZ",50300,KUALA LUMPUR,0326911040,0326911253,WEA0255@moe.edu.my,Bandar,127,14,TIADA,ADA,101.700233,3.166811
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,KT6,WEA0256,KOLEJ TINGKATAN ENAM DESA MAHKOTA,"JALAN SRI BINTANG  UTAMA, DESA PARK CITY",52200,KEPONG,0362701480,0362701662,WEA0256@moe.edu.my,Bandar,268,72,TIADA,ADA,101.639831,3.188694
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEA0257,SEKOLAH MENENGAH KEBANGSAAN ORKID DESA,"JALAN 13/142, TAMAN ORKID DESA",56000,CHERAS,0391017086,0391017084,WEA0257@moe.edu.my,Bandar,724,62,ADA,ADA,101.736661,3.077156
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SENI,WEA0258,SEKOLAH SENI MALAYSIA KUALA LUMPUR,JALAN SELADANG,55100,KUALA LUMPUR,0392242046,TIADA,WEA0258@moe.edu.my,Bandar,236,36,TIADA,ADA,101.715871,3.137528
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEA0259,SEKOLAH MENENGAH KEBANGSAAN KERAMAT WANGSA,"NO 3 JALAN 23/56, OFF TAMAN SETIAWANGSA",54200,KUALA LUMPUR,0342510294,0342510267,WEA0259@moe.edu.my,Bandar,618,47,ADA,ADA,101.752109,3.180148
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,SMK,WEA0260,SEKOLAH MENENGAH KEBANGSAAN TIARA PERMAI,"NO 2A, JALAN 2/18A, TAMAN MASTIARA, JALAN IPOH",51200,KUALA LUMPUR,0361794752,0362414679,WEA0260@moe.edu.my,Bandar,814,68,ADA,ADA,101.673991,3.209444
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SBP,WEA1001,SEKOLAH MENENGAH SAINS LABUAN,"JALAN SUNGAI PAGAR, KAMPUNG SUNGAI PAGAR",87032,LABUAN,087461525,087462835,WEA1001@moe.edu.my,Bandar,460,48,TIADA,ADA,115.17537,5.284911
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WEA1002,SEKOLAH MENENGAH KEBANGSAAN LAJAU,"JALAN POHON BATU, KG LAJAU",87025,W.P. LABUAN,087462995,087462463,WEA1002@moe.edu.my,Bandar,640,57,ADA,ADA,115.2366667,5.3477778
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WEA1003,SEKOLAH MENENGAH KEBANGSAAN TAMAN PERUMAHAN BEDAUN,PETI SURAT 81841,87028,W.P LABUAN,087468679,087468902,WEA1003@moe.edu.my,Bandar,535,40,TIADA,ADA,115.2102778,5.2925
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WEA1004,SEKOLAH MENENGAH KEBANGSAAN PANTAI,PETI SURAT 81755 JALAN POHON BATU,87027,W.P. LABUAN,087410863,087411454,WEA1004@moe.edu.my,Bandar,1053,78,ADA,ADA,115.2308333,5.3205556
WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,SMK,WEA1005,SEKOLAH MENENGAH KEBANGSAAN RANCHA-RANCHA,"JALAN BUKIT BESAR, KG. SG. LADA",87024,LABUAN,087509181,087509182,WEA1005@moe.edu.my,Bandar,486,42,TIADA,ADA,115.18694,5.3066668
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2001,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 8(1),"NO. 4, JALAN P8, PRESINT 8",62250,PUTRAJAYA,0388880200,0388880131,WEA2001@moe.edu.my,Bandar,1156,87,TIADA,ADA,101.685,2.93994
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2002,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 9(1),"JALAN P9F, PRESINT 9",62250,PUTRAJAYA,0388885150,0388895150,WEA2002@moe.edu.my,Bandar,777,59,TIADA,ADA,101.678,2.94226
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2003,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 16(1),"JLN P16G, PRESINT 16",62150,PUTRAJAYA,0388880248,0388885144,WEA2003@moe.edu.my,Bandar,1152,79,TIADA,ADA,101.709,2.93237
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2004,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 11(1),"JALAN P11J1, PRESINT 11",62300,PUTRAJAYA,0388887100,0388888359,WEA2004@moe.edu.my,Bandar,1261,93,ADA,ADA,101.678,2.94995
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2005,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 9(2),"JALAN P9A, PRESINT 9",62250,PUTRAJAYA,0388811207,0388811210,WEA2005@moe.edu.my,Bandar,1180,90,ADA,ADA,101.676,2.93661
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SBP,WEA2006,SEKOLAH SULTAN ALAM SHAH,"PARCEL G, PRESINT 1",62520,PUTRAJAYA,0388883763,0388883614,WEA2006@moe.edu.my,Bandar,888,71,TIADA,ADA,101.712,2.94649
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2007,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 14(1),"NO. 1A, JALAN P14, PRESINT 14",62300,PUTRAJAYA,0388902950,0388902951,WEA2007@moe.edu.my,Bandar,1346,84,ADA,ADA,101.722,2.95332
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2008,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 11(2),"NO 1, JALAN P11C, PRESINT 11",62300,PUTRAJAYA,0388903490,0388903487,WEA2008@moe.edu.my,Bandar,884,63,TIADA,ADA,101.672,2.96872
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2009,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 18(1),"JALAN P18, PRESINT 18",62150,PUTRAJAYA,0388905420,0388905421,WEA2009@moe.edu.my,Bandar,1257,86,ADA,ADA,101.694,2.92203
WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,SMK,WEA2010,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 5(1),"JALAN P5A/5, PRESINT 5",62000,PUTRAJAYA,0388610132,0388610630,WEA2010@moe.edu.my,Bandar,1040,102,ADA,ADA,101.6766268,2.8897222
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0206,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANG,JALAN DAMAI OFF JALAN AMPANG,55000,KUALA LUMPUR,0321487065,0321432239,WEB0206@moe.edu.my,Bandar,435,54,ADA,ADA,101.73,3.16268
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0207,SEKOLAH MENENGAH KEBANGSAAN PUTERI AMPANG,JALAN DAMAI OFF JALAN AMPANG,55000,KUALA LUMPUR,0321487797,0321450375,WEB0207@moe.edu.my,Bandar,488,54,TIADA,ADA,101.729,3.16248
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,SMK,WEB0208,SEKOLAH MENENGAH KEBANGSAAN (P) AIR PANAS,"JALAN AIR PANAS, SETAPAK",53200,KUALA LUMPUR,0340234886,0340246588,WEB0208@moe.edu.my,Bandar,661,71,TIADA,ADA,101.716,3.19108
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0209,SEKOLAH MENENGAH KEBANGSAAN SERI BINTANG UTARA,"JALAN 3/91, TAMAN SHAMELIN PERKASA, CHERAS",56100,KUALA LUMPUR,0392837924,0392837887,WEB0209@moe.edu.my,Bandar,994,82,TIADA,ADA,101.734586,3.121022
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0210,SEKOLAH MENENGAH KEBANGSAAN CHERAS,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,KUALA LUMPUR,0391318517,0391315448,WEB0210@moe.edu.my,Bandar,1081,95,TIADA,ADA,101.727,3.10927
WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,SMK,WEB0211,SEKOLAH MENENGAH KEBANGSAAN COCHRANE,"JALAN SHAHBANDAR, OFF JALAN COCHRANE",55100,KUALA LUMPUR,0392857387,0392810531,WEB0211@moe.edu.my,Bandar,951,70,TIADA,ADA,101.726,3.13108
